datetime,parking,pourcentage
2023-08-11T02:43:29,GRANGIER,90
2023-08-11T02:43:29,MALRAUX,56
2023-08-11T02:43:29,MONGE,52
2023-08-11T02:43:29,SAINTE-ANNE,86
2023-08-11T02:43:29,TIVOLI,81
2023-08-11T02:43:29,TREMOUILLE,60
2023-08-11T03:16:29,CLEMENCEAU,51
2023-08-11T03:16:29,CONDORCET,70
2023-08-11T03:16:29,DARCY,59
2023-08-11T03:16:29,DAUPHINE,100
2023-08-11T03:16:29,GRANGIER,90
2023-08-11T03:16:29,MALRAUX,56
2023-08-11T03:16:29,MONGE,52
2023-08-11T03:16:29,SAINTE-ANNE,86
2023-08-11T03:16:29,TIVOLI,81
2023-08-11T03:16:29,TREMOUILLE,60
2023-08-11T03:43:32,CLEMENCEAU,51
2023-08-11T03:43:32,CONDORCET,70
2023-08-11T03:43:32,DARCY,59
2023-08-11T03:43:32,DAUPHINE,100
2023-08-11T03:43:32,GRANGIER,90
2023-08-11T03:43:32,MALRAUX,56
2023-08-11T03:43:32,MONGE,52
2023-08-11T03:43:32,SAINTE-ANNE,86
2023-08-11T03:43:32,TIVOLI,81
2023-08-11T03:43:32,TREMOUILLE,60
2023-08-11T04:16:55,CLEMENCEAU,51
2023-08-11T04:16:55,CONDORCET,70
2023-08-11T04:16:55,DARCY,59
2023-08-11T04:16:55,DAUPHINE,100
2023-08-11T04:16:55,GRANGIER,90
2023-08-11T04:16:55,MALRAUX,56
2023-08-11T04:16:55,MONGE,52
2023-08-11T04:16:55,SAINTE-ANNE,86
2023-08-11T04:16:55,TIVOLI,81
2023-08-11T04:16:55,TREMOUILLE,60
2023-08-11T04:43:30,CLEMENCEAU,51
2023-08-11T04:43:30,CONDORCET,70
2023-08-11T04:43:30,DARCY,59
2023-08-11T04:43:30,DAUPHINE,100
2023-08-11T04:43:30,GRANGIER,90
2023-08-11T04:43:30,MALRAUX,56
2023-08-11T04:43:30,MONGE,52
2023-08-11T04:43:30,SAINTE-ANNE,86
2023-08-11T04:43:30,TIVOLI,81
2023-08-11T04:43:30,TREMOUILLE,60
2023-08-11T05:16:01,CLEMENCEAU,51
2023-08-11T05:16:01,CONDORCET,70
2023-08-11T05:16:01,DARCY,59
2023-08-11T05:16:01,DAUPHINE,100
2023-08-11T05:16:01,GRANGIER,90
2023-08-11T05:16:01,MALRAUX,56
2023-08-11T05:16:01,MONGE,52
2023-08-11T05:16:01,SAINTE-ANNE,86
2023-08-11T05:16:01,TIVOLI,81
2023-08-11T05:16:01,TREMOUILLE,60
2023-08-11T05:43:29,CLEMENCEAU,51
2023-08-11T05:43:29,CONDORCET,70
2023-08-11T05:43:29,DARCY,59
2023-08-11T05:43:29,DAUPHINE,100
2023-08-11T05:43:29,GRANGIER,90
2023-08-11T05:43:29,MALRAUX,56
2023-08-11T05:43:29,MONGE,52
2023-08-11T05:43:29,SAINTE-ANNE,86
2023-08-11T05:43:29,TIVOLI,81
2023-08-11T05:43:29,TREMOUILLE,60
2023-08-11T06:17:17,CLEMENCEAU,51
2023-08-11T06:17:17,CONDORCET,70
2023-08-11T06:17:17,DARCY,59
2023-08-11T06:17:17,DAUPHINE,100
2023-08-11T06:17:17,GRANGIER,90
2023-08-11T06:17:17,MALRAUX,56
2023-08-11T06:17:17,MONGE,52
2023-08-11T06:17:17,SAINTE-ANNE,86
2023-08-11T06:17:17,TIVOLI,81
2023-08-11T06:17:17,TREMOUILLE,60
2023-08-11T06:43:28,CLEMENCEAU,51
2023-08-11T06:43:28,CONDORCET,70
2023-08-11T06:43:28,DARCY,59
2023-08-11T06:43:28,DAUPHINE,100
2023-08-11T06:43:28,GRANGIER,90
2023-08-11T06:43:28,MALRAUX,56
2023-08-11T06:43:28,MONGE,52
2023-08-11T06:43:28,SAINTE-ANNE,86
2023-08-11T06:43:28,TIVOLI,81
2023-08-11T06:43:28,TREMOUILLE,60
2023-08-11T07:16:04,CLEMENCEAU,51
2023-08-11T07:16:04,CONDORCET,70
2023-08-11T07:16:04,DARCY,59
2023-08-11T07:16:04,DAUPHINE,100
2023-08-11T07:16:04,GRANGIER,90
2023-08-11T07:16:04,MALRAUX,56
2023-08-11T07:16:04,MONGE,52
2023-08-11T07:16:04,SAINTE-ANNE,86
2023-08-11T07:16:04,TIVOLI,81
2023-08-11T07:16:04,TREMOUILLE,60
2023-08-11T07:43:24,CLEMENCEAU,51
2023-08-11T07:43:24,CONDORCET,70
2023-08-11T07:43:24,DARCY,59
2023-08-11T07:43:24,DAUPHINE,100
2023-08-11T07:43:24,GRANGIER,90
2023-08-11T07:43:24,MALRAUX,56
2023-08-11T07:43:24,MONGE,52
2023-08-11T07:43:24,SAINTE-ANNE,86
2023-08-11T07:43:24,TIVOLI,81
2023-08-11T07:43:24,TREMOUILLE,60
2023-08-11T08:16:58,CLEMENCEAU,51
2023-08-11T08:16:58,CONDORCET,70
2023-08-11T08:16:58,DARCY,59
2023-08-11T08:16:58,DAUPHINE,100
2023-08-11T08:16:58,GRANGIER,90
2023-08-11T08:16:58,MALRAUX,56
2023-08-11T08:16:58,MONGE,52
2023-08-11T08:16:58,SAINTE-ANNE,86
2023-08-11T08:16:58,TIVOLI,81
2023-08-11T08:16:58,TREMOUILLE,60
2023-08-11T08:43:20,CLEMENCEAU,51
2023-08-11T08:43:20,CONDORCET,70
2023-08-11T08:43:20,DARCY,59
2023-08-11T08:43:20,DAUPHINE,100
2023-08-11T08:43:20,GRANGIER,90
2023-08-11T08:43:20,MALRAUX,56
2023-08-11T08:43:20,MONGE,52
2023-08-11T08:43:20,SAINTE-ANNE,86
2023-08-11T08:43:20,TIVOLI,81
2023-08-11T08:43:20,TREMOUILLE,60
2023-08-11T09:16:04,CLEMENCEAU,51
2023-08-11T09:16:04,CONDORCET,70
2023-08-11T09:16:04,DARCY,59
2023-08-11T09:16:04,DAUPHINE,100
2023-08-11T09:16:04,GRANGIER,90
2023-08-11T09:16:04,MALRAUX,56
2023-08-11T09:16:04,MONGE,52
2023-08-11T09:16:04,SAINTE-ANNE,86
2023-08-11T09:16:04,TIVOLI,81
2023-08-11T09:16:04,TREMOUILLE,60
2023-08-11T09:43:19,CLEMENCEAU,51
2023-08-11T09:43:19,CONDORCET,70
2023-08-11T09:43:19,DARCY,59
2023-08-11T09:43:19,DAUPHINE,100
2023-08-11T09:43:19,GRANGIER,90
2023-08-11T09:43:19,MALRAUX,56
2023-08-11T09:43:19,MONGE,52
2023-08-11T09:43:19,SAINTE-ANNE,86
2023-08-11T09:43:19,TIVOLI,81
2023-08-11T09:43:19,TREMOUILLE,60
2023-08-11T10:16:24,CLEMENCEAU,51
2023-08-11T10:16:24,CONDORCET,70
2023-08-11T10:16:24,DARCY,59
2023-08-11T10:16:24,DAUPHINE,100
2023-08-11T10:16:24,GRANGIER,90
2023-08-11T10:16:24,MALRAUX,56
2023-08-11T10:16:24,MONGE,52
2023-08-11T10:16:24,SAINTE-ANNE,86
2023-08-11T10:16:24,TIVOLI,81
2023-08-11T10:16:24,TREMOUILLE,60
2023-08-11T10:43:25,CLEMENCEAU,51
2023-08-11T10:43:25,CONDORCET,70
2023-08-11T10:43:25,DARCY,59
2023-08-11T10:43:25,DAUPHINE,100
2023-08-11T10:43:25,GRANGIER,90
2023-08-11T10:43:25,MALRAUX,56
2023-08-11T10:43:25,MONGE,52
2023-08-11T10:43:25,SAINTE-ANNE,86
2023-08-11T10:43:25,TIVOLI,81
2023-08-11T10:43:25,TREMOUILLE,60
2023-08-11T11:15:00,CLEMENCEAU,51
2023-08-11T11:15:00,CONDORCET,70
2023-08-11T11:15:00,DARCY,59
2023-08-11T11:15:00,DAUPHINE,100
2023-08-11T11:15:00,GRANGIER,90
2023-08-11T11:15:00,MALRAUX,56
2023-08-11T11:15:00,MONGE,52
2023-08-11T11:15:00,SAINTE-ANNE,86
2023-08-11T11:15:00,TIVOLI,81
2023-08-11T11:15:00,TREMOUILLE,60
2023-08-11T11:43:13,CLEMENCEAU,51
2023-08-11T11:43:13,CONDORCET,70
2023-08-11T11:43:13,DARCY,59
2023-08-11T11:43:13,DAUPHINE,100
2023-08-11T11:43:13,GRANGIER,90
2023-08-11T11:43:13,MALRAUX,56
2023-08-11T11:43:13,MONGE,52
2023-08-11T11:43:13,SAINTE-ANNE,86
2023-08-11T11:43:13,TIVOLI,81
2023-08-11T11:43:13,TREMOUILLE,60
2023-08-11T12:18:24,CLEMENCEAU,51
2023-08-11T12:18:24,CONDORCET,70
2023-08-11T12:18:24,DARCY,59
2023-08-11T12:18:24,DAUPHINE,100
2023-08-11T12:18:24,GRANGIER,90
2023-08-11T12:18:24,MALRAUX,56
2023-08-11T12:18:24,MONGE,52
2023-08-11T12:18:24,SAINTE-ANNE,86
2023-08-11T12:18:24,TIVOLI,81
2023-08-11T12:18:24,TREMOUILLE,60
2023-08-11T12:47:35,CLEMENCEAU,51
2023-08-11T12:47:35,CONDORCET,70
2023-08-11T12:47:35,DARCY,59
2023-08-11T12:47:35,DAUPHINE,100
2023-08-11T12:47:35,GRANGIER,90
2023-08-11T12:47:35,MALRAUX,56
2023-08-11T12:47:35,MONGE,52
2023-08-11T12:47:35,SAINTE-ANNE,86
2023-08-11T12:47:35,TIVOLI,81
2023-08-11T12:47:35,TREMOUILLE,60
2023-08-11T13:16:52,CLEMENCEAU,51
2023-08-11T13:16:52,CONDORCET,70
2023-08-11T13:16:52,DARCY,59
2023-08-11T13:16:52,DAUPHINE,100
2023-08-11T13:16:52,GRANGIER,90
2023-08-11T13:16:52,MALRAUX,56
2023-08-11T13:16:52,MONGE,52
2023-08-11T13:16:52,SAINTE-ANNE,86
2023-08-11T13:16:52,TIVOLI,81
2023-08-11T13:16:52,TREMOUILLE,60
2023-08-11T13:43:21,CLEMENCEAU,51
2023-08-11T13:43:21,CONDORCET,70
2023-08-11T13:43:21,DARCY,59
2023-08-11T13:43:21,DAUPHINE,100
2023-08-11T13:43:21,GRANGIER,90
2023-08-11T13:43:21,MALRAUX,56
2023-08-11T13:43:21,MONGE,52
2023-08-11T13:43:21,SAINTE-ANNE,86
2023-08-11T13:43:21,TIVOLI,81
2023-08-11T13:43:21,TREMOUILLE,60
2023-08-11T14:15:58,CLEMENCEAU,51
2023-08-11T14:15:58,CONDORCET,70
2023-08-11T14:15:58,DARCY,59
2023-08-11T14:15:58,DAUPHINE,100
2023-08-11T14:15:58,GRANGIER,90
2023-08-11T14:15:58,MALRAUX,56
2023-08-11T14:15:58,MONGE,52
2023-08-11T14:15:58,SAINTE-ANNE,86
2023-08-11T14:15:58,TIVOLI,81
2023-08-11T14:15:58,TREMOUILLE,60
2023-08-11T14:43:25,CLEMENCEAU,51
2023-08-11T14:43:25,CONDORCET,70
2023-08-11T14:43:25,DARCY,59
2023-08-11T14:43:25,DAUPHINE,100
2023-08-11T14:43:25,GRANGIER,90
2023-08-11T14:43:25,MALRAUX,56
2023-08-11T14:43:25,MONGE,52
2023-08-11T14:43:25,SAINTE-ANNE,86
2023-08-11T14:43:25,TIVOLI,81
2023-08-11T14:43:25,TREMOUILLE,60
2023-08-11T15:16:18,CLEMENCEAU,51
2023-08-11T15:16:18,CONDORCET,70
2023-08-11T15:16:18,DARCY,59
2023-08-11T15:16:18,DAUPHINE,100
2023-08-11T15:16:18,GRANGIER,90
2023-08-11T15:16:18,MALRAUX,56
2023-08-11T15:16:18,MONGE,52
2023-08-11T15:16:18,SAINTE-ANNE,86
2023-08-11T15:16:18,TIVOLI,81
2023-08-11T15:16:18,TREMOUILLE,60
2023-08-11T15:43:32,CLEMENCEAU,51
2023-08-11T15:43:32,CONDORCET,70
2023-08-11T15:43:32,DARCY,59
2023-08-11T15:43:32,DAUPHINE,100
2023-08-11T15:43:32,GRANGIER,90
2023-08-11T15:43:32,MALRAUX,56
2023-08-11T15:43:32,MONGE,52
2023-08-11T15:43:32,SAINTE-ANNE,86
2023-08-11T15:43:32,TIVOLI,81
2023-08-11T15:43:32,TREMOUILLE,60
2023-08-11T16:16:55,CLEMENCEAU,51
2023-08-11T16:16:55,CONDORCET,70
2023-08-11T16:16:55,DARCY,59
2023-08-11T16:16:55,DAUPHINE,100
2023-08-11T16:16:55,GRANGIER,90
2023-08-11T16:16:55,MALRAUX,56
2023-08-11T16:16:55,MONGE,52
2023-08-11T16:16:55,SAINTE-ANNE,86
2023-08-11T16:16:55,TIVOLI,81
2023-08-11T16:16:55,TREMOUILLE,60
2023-08-11T16:43:31,CLEMENCEAU,51
2023-08-11T16:43:31,CONDORCET,70
2023-08-11T16:43:31,DARCY,59
2023-08-11T16:43:31,DAUPHINE,100
2023-08-11T16:43:31,GRANGIER,90
2023-08-11T16:43:31,MALRAUX,56
2023-08-11T16:43:31,MONGE,52
2023-08-11T16:43:31,SAINTE-ANNE,86
2023-08-11T16:43:31,TIVOLI,81
2023-08-11T16:43:31,TREMOUILLE,60
2023-08-11T17:15:44,CLEMENCEAU,51
2023-08-11T17:15:44,CONDORCET,70
2023-08-11T17:15:44,DARCY,59
2023-08-11T17:15:44,DAUPHINE,100
2023-08-11T17:15:44,GRANGIER,90
2023-08-11T17:15:44,MALRAUX,56
2023-08-11T17:15:44,MONGE,52
2023-08-11T17:15:44,SAINTE-ANNE,86
2023-08-11T17:15:44,TIVOLI,81
2023-08-11T17:15:44,TREMOUILLE,60
2023-08-11T17:43:15,CLEMENCEAU,51
2023-08-11T17:43:15,CONDORCET,70
2023-08-11T17:43:15,DARCY,59
2023-08-11T17:43:15,DAUPHINE,100
2023-08-11T17:43:15,GRANGIER,90
2023-08-11T17:43:15,MALRAUX,56
2023-08-11T17:43:15,MONGE,52
2023-08-11T17:43:15,SAINTE-ANNE,86
2023-08-11T17:43:15,TIVOLI,81
2023-08-11T17:43:15,TREMOUILLE,60
2023-08-11T18:17:03,CLEMENCEAU,51
2023-08-11T18:17:03,CONDORCET,70
2023-08-11T18:17:03,DARCY,59
2023-08-11T18:17:03,DAUPHINE,100
2023-08-11T18:17:03,GRANGIER,90
2023-08-11T18:17:03,MALRAUX,56
2023-08-11T18:17:03,MONGE,52
2023-08-11T18:17:03,SAINTE-ANNE,86
2023-08-11T18:17:03,TIVOLI,81
2023-08-11T18:17:03,TREMOUILLE,60
2023-08-11T18:43:21,CLEMENCEAU,51
2023-08-11T18:43:21,CONDORCET,70
2023-08-11T18:43:21,DARCY,59
2023-08-11T18:43:21,DAUPHINE,100
2023-08-11T18:43:21,GRANGIER,90
2023-08-11T18:43:21,MALRAUX,56
2023-08-11T18:43:21,MONGE,52
2023-08-11T18:43:21,SAINTE-ANNE,86
2023-08-11T18:43:21,TIVOLI,81
2023-08-11T18:43:21,TREMOUILLE,60
2023-08-11T19:14:22,CLEMENCEAU,51
2023-08-11T19:14:22,CONDORCET,70
2023-08-11T19:14:22,DARCY,59
2023-08-11T19:14:22,DAUPHINE,100
2023-08-11T19:14:22,GRANGIER,90
2023-08-11T19:14:22,MALRAUX,56
2023-08-11T19:14:22,MONGE,52
2023-08-11T19:14:22,SAINTE-ANNE,86
2023-08-11T19:14:22,TIVOLI,81
2023-08-11T19:14:22,TREMOUILLE,60
2023-08-11T19:43:18,CLEMENCEAU,51
2023-08-11T19:43:18,CONDORCET,70
2023-08-11T19:43:18,DARCY,59
2023-08-11T19:43:18,DAUPHINE,100
2023-08-11T19:43:18,GRANGIER,90
2023-08-11T19:43:18,MALRAUX,56
2023-08-11T19:43:18,MONGE,52
2023-08-11T19:43:18,SAINTE-ANNE,86
2023-08-11T19:43:18,TIVOLI,81
2023-08-11T19:43:18,TREMOUILLE,60
2023-08-11T20:16:26,CLEMENCEAU,51
2023-08-11T20:16:26,CONDORCET,70
2023-08-11T20:16:26,DARCY,59
2023-08-11T20:16:26,DAUPHINE,100
2023-08-11T20:16:26,GRANGIER,90
2023-08-11T20:16:26,MALRAUX,56
2023-08-11T20:16:26,MONGE,52
2023-08-11T20:16:26,SAINTE-ANNE,86
2023-08-11T20:16:26,TIVOLI,81
2023-08-11T20:16:26,TREMOUILLE,60
2023-08-11T20:43:20,CLEMENCEAU,51
2023-08-11T20:43:20,CONDORCET,70
2023-08-11T20:43:20,DARCY,59
2023-08-11T20:43:20,DAUPHINE,100
2023-08-11T20:43:20,GRANGIER,90
2023-08-11T20:43:20,MALRAUX,56
2023-08-11T20:43:20,MONGE,52
2023-08-11T20:43:20,SAINTE-ANNE,86
2023-08-11T20:43:20,TIVOLI,81
2023-08-11T20:43:20,TREMOUILLE,60
2023-08-11T21:15:05,CLEMENCEAU,51
2023-08-11T21:15:05,CONDORCET,70
2023-08-11T21:15:05,DARCY,59
2023-08-11T21:15:05,DAUPHINE,100
2023-08-11T21:15:05,GRANGIER,90
2023-08-11T21:15:05,MALRAUX,56
2023-08-11T21:15:05,MONGE,52
2023-08-11T21:15:05,SAINTE-ANNE,86
2023-08-11T21:15:05,TIVOLI,81
2023-08-11T21:15:05,TREMOUILLE,60
2023-08-11T21:43:25,CLEMENCEAU,51
2023-08-11T21:43:25,CONDORCET,70
2023-08-11T21:43:25,DARCY,59
2023-08-11T21:43:25,DAUPHINE,100
2023-08-11T21:43:25,GRANGIER,90
2023-08-11T21:43:25,MALRAUX,56
2023-08-11T21:43:25,MONGE,52
2023-08-11T21:43:25,SAINTE-ANNE,86
2023-08-11T21:43:25,TIVOLI,81
2023-08-11T21:43:25,TREMOUILLE,60
2023-08-11T22:16:09,CLEMENCEAU,51
2023-08-11T22:16:09,CONDORCET,70
2023-08-11T22:16:09,DARCY,59
2023-08-11T22:16:09,DAUPHINE,100
2023-08-11T22:16:09,GRANGIER,90
2023-08-11T22:16:09,MALRAUX,56
2023-08-11T22:16:09,MONGE,52
2023-08-11T22:16:09,SAINTE-ANNE,86
2023-08-11T22:16:09,TIVOLI,81
2023-08-11T22:16:09,TREMOUILLE,60
2023-08-11T22:43:16,CLEMENCEAU,51
2023-08-11T22:43:16,CONDORCET,70
2023-08-11T22:43:16,DARCY,59
2023-08-11T22:43:16,DAUPHINE,100
2023-08-11T22:43:16,GRANGIER,90
2023-08-11T22:43:16,MALRAUX,56
2023-08-11T22:43:16,MONGE,52
2023-08-11T22:43:16,SAINTE-ANNE,86
2023-08-11T22:43:16,TIVOLI,81
2023-08-11T22:43:16,TREMOUILLE,60
2023-08-11T23:16:07,CLEMENCEAU,51
2023-08-11T23:16:07,CONDORCET,70
2023-08-11T23:16:07,DARCY,59
2023-08-11T23:16:07,DAUPHINE,100
2023-08-11T23:16:07,GRANGIER,90
2023-08-11T23:16:07,MALRAUX,56
2023-08-11T23:16:07,MONGE,52
2023-08-11T23:16:07,SAINTE-ANNE,86
2023-08-11T23:16:07,TIVOLI,81
2023-08-11T23:16:07,TREMOUILLE,60
2023-08-11T23:43:21,CLEMENCEAU,51
2023-08-11T23:43:21,CONDORCET,70
2023-08-11T23:43:21,DARCY,59
2023-08-11T23:43:21,DAUPHINE,100
2023-08-11T23:43:21,GRANGIER,90
2023-08-11T23:43:21,MALRAUX,56
2023-08-11T23:43:21,MONGE,52
2023-08-11T23:43:21,SAINTE-ANNE,86
2023-08-11T23:43:21,TIVOLI,81
2023-08-11T23:43:21,TREMOUILLE,60
2023-08-12T00:21:08,CLEMENCEAU,51
2023-08-12T00:21:08,CONDORCET,70
2023-08-12T00:21:08,DARCY,59
2023-08-12T00:21:08,DAUPHINE,100
2023-08-12T00:21:08,GRANGIER,90
2023-08-12T00:21:08,MALRAUX,56
2023-08-12T00:21:08,MONGE,52
2023-08-12T00:21:08,SAINTE-ANNE,86
2023-08-12T00:21:08,TIVOLI,81
2023-08-12T00:21:08,TREMOUILLE,60
2023-08-12T01:01:53,CLEMENCEAU,51
2023-08-12T01:01:53,CONDORCET,70
2023-08-12T01:01:53,DARCY,59
2023-08-12T01:01:53,DAUPHINE,100
2023-08-12T01:01:53,GRANGIER,90
2023-08-12T01:01:53,MALRAUX,56
2023-08-12T01:01:53,MONGE,52
2023-08-12T01:01:53,SAINTE-ANNE,86
2023-08-12T01:01:53,TIVOLI,81
2023-08-12T01:01:53,TREMOUILLE,60
2023-08-12T01:29:40,CLEMENCEAU,51
2023-08-12T01:29:40,CONDORCET,70
2023-08-12T01:29:40,DARCY,59
2023-08-12T01:29:40,DAUPHINE,100
2023-08-12T01:29:40,GRANGIER,90
2023-08-12T01:29:40,MALRAUX,56
2023-08-12T01:29:40,MONGE,52
2023-08-12T01:29:40,SAINTE-ANNE,86
2023-08-12T01:29:40,TIVOLI,81
2023-08-12T01:29:40,TREMOUILLE,60
2023-08-12T01:53:22,CLEMENCEAU,51
2023-08-12T01:53:22,CONDORCET,70
2023-08-12T01:53:22,DARCY,59
2023-08-12T01:53:22,DAUPHINE,100
2023-08-12T01:53:22,GRANGIER,90
2023-08-12T01:53:22,MALRAUX,56
2023-08-12T01:53:22,MONGE,52
2023-08-12T01:53:22,SAINTE-ANNE,86
2023-08-12T01:53:22,TIVOLI,81
2023-08-12T01:53:22,TREMOUILLE,60
2023-08-12T02:16:50,CLEMENCEAU,51
2023-08-12T02:16:50,CONDORCET,70
2023-08-12T02:16:50,DARCY,59
2023-08-12T02:16:50,DAUPHINE,100
2023-08-12T02:16:50,GRANGIER,90
2023-08-12T02:16:50,MALRAUX,56
2023-08-12T02:16:50,MONGE,52
2023-08-12T02:16:50,SAINTE-ANNE,86
2023-08-12T02:16:50,TIVOLI,81
2023-08-12T02:16:50,TREMOUILLE,60
2023-08-12T02:43:22,CLEMENCEAU,51
2023-08-12T02:43:22,CONDORCET,70
2023-08-12T02:43:22,DARCY,59
2023-08-12T02:43:22,DAUPHINE,100
2023-08-12T02:43:22,GRANGIER,90
2023-08-12T02:43:22,MALRAUX,56
2023-08-12T02:43:22,MONGE,52
2023-08-12T02:43:22,SAINTE-ANNE,86
2023-08-12T02:43:22,TIVOLI,81
2023-08-12T02:43:22,TREMOUILLE,60
2023-08-12T03:16:12,CLEMENCEAU,51
2023-08-12T03:16:12,CONDORCET,70
2023-08-12T03:16:12,DARCY,59
2023-08-12T03:16:12,DAUPHINE,100
2023-08-12T03:16:12,GRANGIER,90
2023-08-12T03:16:12,MALRAUX,56
2023-08-12T03:16:12,MONGE,52
2023-08-12T03:16:12,SAINTE-ANNE,86
2023-08-12T03:16:12,TIVOLI,81
2023-08-12T03:16:12,TREMOUILLE,60
2023-08-12T03:43:19,CLEMENCEAU,51
2023-08-12T03:43:19,CONDORCET,70
2023-08-12T03:43:19,DARCY,59
2023-08-12T03:43:19,DAUPHINE,100
2023-08-12T03:43:19,GRANGIER,90
2023-08-12T03:43:19,MALRAUX,56
2023-08-12T03:43:19,MONGE,52
2023-08-12T03:43:19,SAINTE-ANNE,86
2023-08-12T03:43:19,TIVOLI,81
2023-08-12T03:43:19,TREMOUILLE,60
2023-08-12T04:16:49,CLEMENCEAU,51
2023-08-12T04:16:49,CONDORCET,70
2023-08-12T04:16:49,DARCY,59
2023-08-12T04:16:49,DAUPHINE,100
2023-08-12T04:16:49,GRANGIER,90
2023-08-12T04:16:49,MALRAUX,56
2023-08-12T04:16:49,MONGE,52
2023-08-12T04:16:49,SAINTE-ANNE,86
2023-08-12T04:16:49,TIVOLI,81
2023-08-12T04:16:49,TREMOUILLE,60
2023-08-12T04:43:15,CLEMENCEAU,51
2023-08-12T04:43:15,CONDORCET,70
2023-08-12T04:43:15,DARCY,59
2023-08-12T04:43:15,DAUPHINE,100
2023-08-12T04:43:15,GRANGIER,90
2023-08-12T04:43:15,MALRAUX,56
2023-08-12T04:43:15,MONGE,52
2023-08-12T04:43:15,SAINTE-ANNE,86
2023-08-12T04:43:15,TIVOLI,81
2023-08-12T04:43:15,TREMOUILLE,60
2023-08-12T05:15:48,CLEMENCEAU,51
2023-08-12T05:15:48,CONDORCET,70
2023-08-12T05:15:48,DARCY,59
2023-08-12T05:15:48,DAUPHINE,100
2023-08-12T05:15:48,GRANGIER,90
2023-08-12T05:15:48,MALRAUX,56
2023-08-12T05:15:48,MONGE,52
2023-08-12T05:15:48,SAINTE-ANNE,86
2023-08-12T05:15:48,TIVOLI,81
2023-08-12T05:15:48,TREMOUILLE,60
2023-08-12T05:43:27,CLEMENCEAU,51
2023-08-12T05:43:27,CONDORCET,70
2023-08-12T05:43:27,DARCY,59
2023-08-12T05:43:27,DAUPHINE,100
2023-08-12T05:43:27,GRANGIER,90
2023-08-12T05:43:27,MALRAUX,56
2023-08-12T05:43:27,MONGE,52
2023-08-12T05:43:27,SAINTE-ANNE,86
2023-08-12T05:43:27,TIVOLI,81
2023-08-12T05:43:27,TREMOUILLE,60
2023-08-12T06:16:55,CLEMENCEAU,51
2023-08-12T06:16:55,CONDORCET,70
2023-08-12T06:16:55,DARCY,59
2023-08-12T06:16:55,DAUPHINE,100
2023-08-12T06:16:55,GRANGIER,90
2023-08-12T06:16:55,MALRAUX,56
2023-08-12T06:16:55,MONGE,52
2023-08-12T06:16:55,SAINTE-ANNE,86
2023-08-12T06:16:55,TIVOLI,81
2023-08-12T06:16:55,TREMOUILLE,60
2023-08-12T06:43:20,CLEMENCEAU,51
2023-08-12T06:43:20,CONDORCET,70
2023-08-12T06:43:20,DARCY,59
2023-08-12T06:43:20,DAUPHINE,100
2023-08-12T06:43:20,GRANGIER,90
2023-08-12T06:43:20,MALRAUX,56
2023-08-12T06:43:20,MONGE,52
2023-08-12T06:43:20,SAINTE-ANNE,86
2023-08-12T06:43:20,TIVOLI,81
2023-08-12T06:43:20,TREMOUILLE,60
2023-08-12T07:14:53,CLEMENCEAU,51
2023-08-12T07:14:53,CONDORCET,70
2023-08-12T07:14:53,DARCY,59
2023-08-12T07:14:53,DAUPHINE,100
2023-08-12T07:14:53,GRANGIER,90
2023-08-12T07:14:53,MALRAUX,56
2023-08-12T07:14:53,MONGE,52
2023-08-12T07:14:53,SAINTE-ANNE,86
2023-08-12T07:14:53,TIVOLI,81
2023-08-12T07:14:53,TREMOUILLE,60
2023-08-12T07:43:23,CLEMENCEAU,51
2023-08-12T07:43:23,CONDORCET,70
2023-08-12T07:43:23,DARCY,59
2023-08-12T07:43:23,DAUPHINE,100
2023-08-12T07:43:23,GRANGIER,90
2023-08-12T07:43:23,MALRAUX,56
2023-08-12T07:43:23,MONGE,52
2023-08-12T07:43:23,SAINTE-ANNE,86
2023-08-12T07:43:23,TIVOLI,81
2023-08-12T07:43:23,TREMOUILLE,60
2023-08-12T08:16:42,CLEMENCEAU,51
2023-08-12T08:16:42,CONDORCET,70
2023-08-12T08:16:42,DARCY,59
2023-08-12T08:16:42,DAUPHINE,100
2023-08-12T08:16:42,GRANGIER,90
2023-08-12T08:16:42,MALRAUX,56
2023-08-12T08:16:42,MONGE,52
2023-08-12T08:16:42,SAINTE-ANNE,86
2023-08-12T08:16:42,TIVOLI,81
2023-08-12T08:16:42,TREMOUILLE,60
2023-08-12T08:43:33,CLEMENCEAU,51
2023-08-12T08:43:33,CONDORCET,70
2023-08-12T08:43:33,DARCY,59
2023-08-12T08:43:33,DAUPHINE,100
2023-08-12T08:43:33,GRANGIER,90
2023-08-12T08:43:33,MALRAUX,56
2023-08-12T08:43:33,MONGE,52
2023-08-12T08:43:33,SAINTE-ANNE,86
2023-08-12T08:43:33,TIVOLI,81
2023-08-12T08:43:33,TREMOUILLE,60
2023-08-12T09:15:15,CLEMENCEAU,51
2023-08-12T09:15:15,CONDORCET,70
2023-08-12T09:15:15,DARCY,59
2023-08-12T09:15:15,DAUPHINE,100
2023-08-12T09:15:15,GRANGIER,90
2023-08-12T09:15:15,MALRAUX,56
2023-08-12T09:15:15,MONGE,52
2023-08-12T09:15:15,SAINTE-ANNE,86
2023-08-12T09:15:15,TIVOLI,81
2023-08-12T09:15:15,TREMOUILLE,60
2023-08-12T09:43:27,CLEMENCEAU,51
2023-08-12T09:43:27,CONDORCET,70
