datetime,parking,pourcentage
2023-11-15T22:16:19,MALRAUX,3
2023-11-15T22:16:19,MONGE,13
2023-11-15T22:16:19,SAINTE-ANNE,81
2023-11-15T22:16:19,TIVOLI,65
2023-11-15T22:16:19,TREMOUILLE,72
2023-11-15T22:43:22,CLEMENCEAU,70
2023-11-15T22:43:22,CONDORCET,63
2023-11-15T22:43:22,DARCY,30
2023-11-15T22:43:22,DAUPHINE,100
2023-11-15T22:43:22,GRANGIER,48
2023-11-15T22:43:22,MALRAUX,3
2023-11-15T22:43:22,MONGE,12
2023-11-15T22:43:22,SAINTE-ANNE,80
2023-11-15T22:43:22,TIVOLI,63
2023-11-15T22:43:22,TREMOUILLE,71
2023-11-15T23:16:29,CLEMENCEAU,70
2023-11-15T23:16:29,CONDORCET,62
2023-11-15T23:16:29,DARCY,30
2023-11-15T23:16:29,DAUPHINE,100
2023-11-15T23:16:29,GRANGIER,48
2023-11-15T23:16:29,MALRAUX,3
2023-11-15T23:16:29,MONGE,12
2023-11-15T23:16:29,SAINTE-ANNE,80
2023-11-15T23:16:29,TIVOLI,60
2023-11-15T23:16:29,TREMOUILLE,71
2023-11-15T23:43:22,CLEMENCEAU,70
2023-11-15T23:43:22,CONDORCET,61
2023-11-15T23:43:22,DARCY,29
2023-11-15T23:43:22,DAUPHINE,100
2023-11-15T23:43:22,GRANGIER,48
2023-11-15T23:43:22,MALRAUX,2
2023-11-15T23:43:22,MONGE,12
2023-11-15T23:43:22,SAINTE-ANNE,80
2023-11-15T23:43:22,TIVOLI,60
2023-11-15T23:43:22,TREMOUILLE,71
2023-11-16T00:24:31,CLEMENCEAU,70
2023-11-16T00:24:31,CONDORCET,61
2023-11-16T00:24:31,DARCY,28
2023-11-16T00:24:31,DAUPHINE,100
2023-11-16T00:24:31,GRANGIER,48
2023-11-16T00:24:31,MALRAUX,2
2023-11-16T00:24:31,MONGE,12
2023-11-16T00:24:31,SAINTE-ANNE,80
2023-11-16T00:24:31,TIVOLI,60
2023-11-16T00:24:31,TREMOUILLE,71
2023-11-16T01:02:23,CLEMENCEAU,70
2023-11-16T01:02:23,CONDORCET,62
2023-11-16T01:02:23,DARCY,53
2023-11-16T01:02:23,DAUPHINE,100
2023-11-16T01:02:23,GRANGIER,47
2023-11-16T01:02:23,MALRAUX,2
2023-11-16T01:02:23,MONGE,12
2023-11-16T01:02:23,SAINTE-ANNE,80
2023-11-16T01:02:23,TIVOLI,60
2023-11-16T01:02:23,TREMOUILLE,71
2023-11-16T01:35:15,CLEMENCEAU,70
2023-11-16T01:35:15,CONDORCET,62
2023-11-16T01:35:15,DARCY,53
2023-11-16T01:35:15,DAUPHINE,100
2023-11-16T01:35:15,GRANGIER,47
2023-11-16T01:35:15,MALRAUX,2
2023-11-16T01:35:15,MONGE,12
2023-11-16T01:35:15,SAINTE-ANNE,80
2023-11-16T01:35:15,TIVOLI,58
2023-11-16T01:35:15,TREMOUILLE,71
2023-11-16T02:00:09,CLEMENCEAU,70
2023-11-16T02:00:09,CONDORCET,62
2023-11-16T02:00:09,DARCY,53
2023-11-16T02:00:09,DAUPHINE,100
2023-11-16T02:00:09,GRANGIER,47
2023-11-16T02:00:09,MALRAUX,2
2023-11-16T02:00:09,MONGE,12
2023-11-16T02:00:09,SAINTE-ANNE,80
2023-11-16T02:00:09,TIVOLI,58
2023-11-16T02:00:09,TREMOUILLE,71
2023-11-16T02:20:01,CLEMENCEAU,70
2023-11-16T02:20:01,CONDORCET,62
2023-11-16T02:20:01,DARCY,53
2023-11-16T02:20:01,DAUPHINE,100
2023-11-16T02:20:01,GRANGIER,47
2023-11-16T02:20:01,MALRAUX,2
2023-11-16T02:20:01,MONGE,12
2023-11-16T02:20:01,SAINTE-ANNE,80
2023-11-16T02:20:01,TIVOLI,58
2023-11-16T02:20:01,TREMOUILLE,71
2023-11-16T02:43:35,CLEMENCEAU,70
2023-11-16T02:43:35,CONDORCET,62
2023-11-16T02:43:35,DARCY,53
2023-11-16T02:43:35,DAUPHINE,100
2023-11-16T02:43:35,GRANGIER,47
2023-11-16T02:43:35,MALRAUX,2
2023-11-16T02:43:35,MONGE,12
2023-11-16T02:43:35,SAINTE-ANNE,80
2023-11-16T02:43:35,TIVOLI,58
2023-11-16T02:43:35,TREMOUILLE,71
2023-11-16T03:16:37,CLEMENCEAU,70
2023-11-16T03:16:37,CONDORCET,62
2023-11-16T03:16:37,DARCY,53
2023-11-16T03:16:37,DAUPHINE,100
2023-11-16T03:16:37,GRANGIER,47
2023-11-16T03:16:37,MALRAUX,2
2023-11-16T03:16:37,MONGE,12
2023-11-16T03:16:37,SAINTE-ANNE,80
2023-11-16T03:16:37,TIVOLI,58
2023-11-16T03:16:37,TREMOUILLE,71
2023-11-16T03:43:27,CLEMENCEAU,70
2023-11-16T03:43:27,CONDORCET,62
2023-11-16T03:43:27,DARCY,53
2023-11-16T03:43:27,DAUPHINE,100
2023-11-16T03:43:27,GRANGIER,47
2023-11-16T03:43:27,MALRAUX,2
2023-11-16T03:43:27,MONGE,12
2023-11-16T03:43:27,SAINTE-ANNE,80
2023-11-16T03:43:27,TIVOLI,58
2023-11-16T03:43:27,TREMOUILLE,71
2023-11-16T04:17:13,CLEMENCEAU,70
2023-11-16T04:17:13,CONDORCET,62
2023-11-16T04:17:13,DARCY,53
2023-11-16T04:17:13,DAUPHINE,100
2023-11-16T04:17:13,GRANGIER,47
2023-11-16T04:17:13,MALRAUX,3
2023-11-16T04:17:13,MONGE,12
2023-11-16T04:17:13,SAINTE-ANNE,80
2023-11-16T04:17:13,TIVOLI,58
2023-11-16T04:17:13,TREMOUILLE,71
2023-11-16T04:43:15,CLEMENCEAU,70
2023-11-16T04:43:15,CONDORCET,62
2023-11-16T04:43:15,DARCY,53
2023-11-16T04:43:15,DAUPHINE,100
2023-11-16T04:43:15,GRANGIER,46
2023-11-16T04:43:15,MALRAUX,3
2023-11-16T04:43:15,MONGE,12
2023-11-16T04:43:15,SAINTE-ANNE,80
2023-11-16T04:43:15,TIVOLI,58
2023-11-16T04:43:15,TREMOUILLE,71
2023-11-16T05:16:20,CLEMENCEAU,70
2023-11-16T05:16:20,CONDORCET,62
2023-11-16T05:16:20,DARCY,53
2023-11-16T05:16:20,DAUPHINE,100
2023-11-16T05:16:20,GRANGIER,46
2023-11-16T05:16:20,MALRAUX,3
2023-11-16T05:16:20,MONGE,12
2023-11-16T05:16:20,SAINTE-ANNE,79
2023-11-16T05:16:20,TIVOLI,58
2023-11-16T05:16:20,TREMOUILLE,71
2023-11-16T05:43:13,CLEMENCEAU,70
2023-11-16T05:43:13,CONDORCET,62
2023-11-16T05:43:13,DARCY,53
2023-11-16T05:43:13,DAUPHINE,100
2023-11-16T05:43:13,GRANGIER,46
2023-11-16T05:43:13,MALRAUX,3
2023-11-16T05:43:13,MONGE,12
2023-11-16T05:43:13,SAINTE-ANNE,79
2023-11-16T05:43:13,TIVOLI,58
2023-11-16T05:43:13,TREMOUILLE,71
2023-11-16T06:17:32,CLEMENCEAU,70
2023-11-16T06:17:32,CONDORCET,62
2023-11-16T06:17:32,DARCY,53
2023-11-16T06:17:32,DAUPHINE,100
2023-11-16T06:17:32,GRANGIER,45
2023-11-16T06:17:32,MALRAUX,3
2023-11-16T06:17:32,MONGE,12
2023-11-16T06:17:32,SAINTE-ANNE,79
2023-11-16T06:17:32,TIVOLI,58
2023-11-16T06:17:32,TREMOUILLE,70
2023-11-16T06:43:25,CLEMENCEAU,70
2023-11-16T06:43:25,CONDORCET,61
2023-11-16T06:43:25,DARCY,53
2023-11-16T06:43:25,DAUPHINE,100
2023-11-16T06:43:25,GRANGIER,46
2023-11-16T06:43:25,MALRAUX,3
2023-11-16T06:43:25,MONGE,12
2023-11-16T06:43:25,SAINTE-ANNE,79
2023-11-16T06:43:25,TIVOLI,58
2023-11-16T06:43:25,TREMOUILLE,71
2023-11-16T07:16:07,CLEMENCEAU,71
2023-11-16T07:16:07,CONDORCET,63
2023-11-16T07:16:07,DARCY,53
2023-11-16T07:16:07,DAUPHINE,100
2023-11-16T07:16:07,GRANGIER,47
2023-11-16T07:16:07,MALRAUX,3
2023-11-16T07:16:07,MONGE,15
2023-11-16T07:16:07,SAINTE-ANNE,80
2023-11-16T07:16:07,TIVOLI,56
2023-11-16T07:16:07,TREMOUILLE,71
2023-11-16T07:43:19,CLEMENCEAU,75
2023-11-16T07:43:19,CONDORCET,66
2023-11-16T07:43:19,DARCY,54
2023-11-16T07:43:19,DAUPHINE,100
2023-11-16T07:43:19,GRANGIER,49
2023-11-16T07:43:19,MALRAUX,3
2023-11-16T07:43:19,MONGE,17
2023-11-16T07:43:19,SAINTE-ANNE,81
2023-11-16T07:43:19,TIVOLI,56
2023-11-16T07:43:19,TREMOUILLE,72
2023-11-16T08:17:25,CLEMENCEAU,84
2023-11-16T08:17:25,CONDORCET,73
2023-11-16T08:17:25,DARCY,56
2023-11-16T08:17:25,DAUPHINE,100
2023-11-16T08:17:25,GRANGIER,56
2023-11-16T08:17:25,MALRAUX,5
2023-11-16T08:17:25,MONGE,24
2023-11-16T08:17:25,SAINTE-ANNE,86
2023-11-16T08:17:25,TIVOLI,59
2023-11-16T08:17:25,TREMOUILLE,72
2023-11-16T08:43:17,CLEMENCEAU,90
2023-11-16T08:43:17,CONDORCET,75
2023-11-16T08:43:17,DARCY,58
2023-11-16T08:43:17,DAUPHINE,100
2023-11-16T08:43:17,GRANGIER,66
2023-11-16T08:43:17,MALRAUX,5
2023-11-16T08:43:17,MONGE,26
2023-11-16T08:43:17,SAINTE-ANNE,88
2023-11-16T08:43:17,TIVOLI,61
2023-11-16T08:43:17,TREMOUILLE,73
2023-11-16T09:16:28,CLEMENCEAU,91
2023-11-16T09:16:28,CONDORCET,78
2023-11-16T09:16:28,DARCY,60
2023-11-16T09:16:28,DAUPHINE,100
2023-11-16T09:16:28,GRANGIER,80
2023-11-16T09:16:28,MALRAUX,4
2023-11-16T09:16:28,MONGE,27
2023-11-16T09:16:28,SAINTE-ANNE,91
2023-11-16T09:16:28,TIVOLI,61
2023-11-16T09:16:28,TREMOUILLE,75
2023-11-16T09:43:15,CLEMENCEAU,91
2023-11-16T09:43:15,CONDORCET,80
2023-11-16T09:43:15,DARCY,61
2023-11-16T09:43:15,DAUPHINE,100
2023-11-16T09:43:15,GRANGIER,85
2023-11-16T09:43:15,MALRAUX,4
2023-11-16T09:43:15,MONGE,28
2023-11-16T09:43:15,SAINTE-ANNE,93
2023-11-16T09:43:15,TIVOLI,61
2023-11-16T09:43:15,TREMOUILLE,75
2023-11-16T10:16:49,CLEMENCEAU,90
2023-11-16T10:16:49,CONDORCET,81
2023-11-16T10:16:49,DARCY,60
2023-11-16T10:16:49,DAUPHINE,100
2023-11-16T10:16:49,GRANGIER,84
2023-11-16T10:16:49,MALRAUX,1
2023-11-16T10:16:49,MONGE,28
2023-11-16T10:16:49,SAINTE-ANNE,88
2023-11-16T10:16:49,TIVOLI,60
2023-11-16T10:16:49,TREMOUILLE,74
2023-11-16T10:43:27,CLEMENCEAU,90
2023-11-16T10:43:27,CONDORCET,80
2023-11-16T10:43:27,DARCY,59
2023-11-16T10:43:27,DAUPHINE,100
2023-11-16T10:43:27,GRANGIER,87
2023-11-16T10:43:27,MALRAUX,-2
2023-11-16T10:43:27,MONGE,28
2023-11-16T10:43:27,SAINTE-ANNE,90
2023-11-16T10:43:27,TIVOLI,57
2023-11-16T10:43:27,TREMOUILLE,74
2023-11-16T11:15:44,CLEMENCEAU,88
2023-11-16T11:15:44,CONDORCET,80
2023-11-16T11:15:44,DARCY,59
2023-11-16T11:15:44,DAUPHINE,100
2023-11-16T11:15:44,GRANGIER,89
2023-11-16T11:15:44,MALRAUX,-4
2023-11-16T11:15:44,MONGE,28
2023-11-16T11:15:44,SAINTE-ANNE,88
2023-11-16T11:15:44,TIVOLI,60
2023-11-16T11:15:44,TREMOUILLE,75
2023-11-16T11:43:13,CLEMENCEAU,86
2023-11-16T11:43:13,CONDORCET,82
2023-11-16T11:43:13,DARCY,60
2023-11-16T11:43:13,DAUPHINE,100
2023-11-16T11:43:13,GRANGIER,92
2023-11-16T11:43:13,MALRAUX,-5
2023-11-16T11:43:13,MONGE,28
2023-11-16T11:43:13,SAINTE-ANNE,89
2023-11-16T11:43:13,TIVOLI,61
2023-11-16T11:43:13,TREMOUILLE,74
2023-11-16T12:18:29,CLEMENCEAU,86
2023-11-16T12:18:29,CONDORCET,82
2023-11-16T12:18:29,DARCY,60
2023-11-16T12:18:29,DAUPHINE,100
2023-11-16T12:18:29,GRANGIER,95
2023-11-16T12:18:29,MALRAUX,-6
2023-11-16T12:18:29,MONGE,29
2023-11-16T12:18:29,SAINTE-ANNE,87
2023-11-16T12:18:29,TIVOLI,63
2023-11-16T12:18:29,TREMOUILLE,75
2023-11-16T12:48:56,CLEMENCEAU,87
2023-11-16T12:48:56,CONDORCET,83
2023-11-16T12:48:56,DARCY,58
2023-11-16T12:48:56,DAUPHINE,100
2023-11-16T12:48:56,GRANGIER,95
2023-11-16T12:48:56,MALRAUX,-7
2023-11-16T12:48:56,MONGE,29
2023-11-16T12:48:56,SAINTE-ANNE,87
2023-11-16T12:48:56,TIVOLI,64
2023-11-16T12:48:56,TREMOUILLE,75
2023-11-16T13:17:23,CLEMENCEAU,88
2023-11-16T13:17:23,CONDORCET,83
2023-11-16T13:17:23,DARCY,53
2023-11-16T13:17:23,DAUPHINE,100
2023-11-16T13:17:23,GRANGIER,97
2023-11-16T13:17:23,MALRAUX,-7
2023-11-16T13:17:23,MONGE,30
2023-11-16T13:17:23,SAINTE-ANNE,90
2023-11-16T13:17:23,TIVOLI,63
2023-11-16T13:17:23,TREMOUILLE,75
2023-11-16T13:43:19,CLEMENCEAU,82
2023-11-16T13:43:19,CONDORCET,83
2023-11-16T13:43:19,DARCY,52
2023-11-16T13:43:19,DAUPHINE,100
2023-11-16T13:43:19,GRANGIER,98
2023-11-16T13:43:19,MALRAUX,-8
2023-11-16T13:43:19,MONGE,30
2023-11-16T13:43:19,SAINTE-ANNE,91
2023-11-16T13:43:19,TIVOLI,61
2023-11-16T13:43:19,TREMOUILLE,75
2023-11-16T14:16:22,CLEMENCEAU,82
2023-11-16T14:16:22,CONDORCET,83
2023-11-16T14:16:22,DARCY,51
2023-11-16T14:16:22,DAUPHINE,100
2023-11-16T14:16:22,GRANGIER,96
2023-11-16T14:16:22,MALRAUX,-8
2023-11-16T14:16:22,MONGE,29
2023-11-16T14:16:22,SAINTE-ANNE,92
2023-11-16T14:16:22,TIVOLI,60
2023-11-16T14:16:22,TREMOUILLE,77
2023-11-16T14:43:23,CLEMENCEAU,80
2023-11-16T14:43:23,CONDORCET,84
2023-11-16T14:43:23,DARCY,50
2023-11-16T14:43:23,DAUPHINE,100
2023-11-16T14:43:23,GRANGIER,96
2023-11-16T14:43:23,MALRAUX,-8
2023-11-16T14:43:23,MONGE,29
2023-11-16T14:43:23,SAINTE-ANNE,91
2023-11-16T14:43:23,TIVOLI,60
2023-11-16T14:43:23,TREMOUILLE,78
2023-11-16T15:16:45,CLEMENCEAU,78
2023-11-16T15:16:45,CONDORCET,85
2023-11-16T15:16:45,DARCY,48
2023-11-16T15:16:45,DAUPHINE,100
2023-11-16T15:16:45,GRANGIER,93
2023-11-16T15:16:45,MALRAUX,-10
2023-11-16T15:16:45,MONGE,29
2023-11-16T15:16:45,SAINTE-ANNE,91
2023-11-16T15:16:45,TIVOLI,57
2023-11-16T15:16:45,TREMOUILLE,79
2023-11-16T15:43:29,CLEMENCEAU,74
2023-11-16T15:43:29,CONDORCET,82
2023-11-16T15:43:29,DARCY,44
2023-11-16T15:43:29,DAUPHINE,100
2023-11-16T15:43:29,GRANGIER,91
2023-11-16T15:43:29,MALRAUX,-10
2023-11-16T15:43:29,MONGE,29
2023-11-16T15:43:29,SAINTE-ANNE,88
2023-11-16T15:43:29,TIVOLI,60
2023-11-16T15:43:29,TREMOUILLE,77
2023-11-16T16:17:37,CLEMENCEAU,69
2023-11-16T16:17:37,CONDORCET,79
2023-11-16T16:17:37,DARCY,41
2023-11-16T16:17:37,DAUPHINE,100
2023-11-16T16:17:37,GRANGIER,86
2023-11-16T16:17:37,MALRAUX,-12
2023-11-16T16:17:37,MONGE,24
2023-11-16T16:17:37,SAINTE-ANNE,85
2023-11-16T16:17:37,TIVOLI,59
2023-11-16T16:17:37,TREMOUILLE,75
2023-11-16T16:44:10,CLEMENCEAU,67
2023-11-16T16:44:10,CONDORCET,76
2023-11-16T16:44:10,DARCY,39
2023-11-16T16:44:10,DAUPHINE,100
2023-11-16T16:44:10,GRANGIER,80
2023-11-16T16:44:10,MALRAUX,-13
2023-11-16T16:44:10,MONGE,21
2023-11-16T16:44:10,SAINTE-ANNE,83
2023-11-16T16:44:10,TIVOLI,61
2023-11-16T16:44:10,TREMOUILLE,74
2023-11-16T17:16:05,CLEMENCEAU,65
2023-11-16T17:16:05,CONDORCET,74
2023-11-16T17:16:05,DARCY,36
2023-11-16T17:16:05,DAUPHINE,100
2023-11-16T17:16:05,GRANGIER,74
2023-11-16T17:16:05,MALRAUX,-13
2023-11-16T17:16:05,MONGE,19
2023-11-16T17:16:05,SAINTE-ANNE,80
2023-11-16T17:16:05,TIVOLI,60
2023-11-16T17:16:05,TREMOUILLE,74
2023-11-16T17:43:13,CLEMENCEAU,65
2023-11-16T17:43:13,CONDORCET,73
2023-11-16T17:43:13,DARCY,35
2023-11-16T17:43:13,DAUPHINE,100
2023-11-16T17:43:13,GRANGIER,71
2023-11-16T17:43:13,MALRAUX,-15
2023-11-16T17:43:13,MONGE,18
2023-11-16T17:43:13,SAINTE-ANNE,81
2023-11-16T17:43:13,TIVOLI,61
2023-11-16T17:43:13,TREMOUILLE,73
2023-11-16T18:17:28,CLEMENCEAU,72
2023-11-16T18:17:28,CONDORCET,74
2023-11-16T18:17:28,DARCY,31
2023-11-16T18:17:28,DAUPHINE,100
2023-11-16T18:17:28,GRANGIER,68
2023-11-16T18:17:28,MALRAUX,-15
2023-11-16T18:17:28,MONGE,18
2023-11-16T18:17:28,SAINTE-ANNE,80
2023-11-16T18:17:28,TIVOLI,61
2023-11-16T18:17:28,TREMOUILLE,72
2023-11-16T18:43:26,CLEMENCEAU,88
2023-11-16T18:43:26,CONDORCET,78
2023-11-16T18:43:26,DARCY,33
2023-11-16T18:43:26,DAUPHINE,100
2023-11-16T18:43:26,GRANGIER,69
2023-11-16T18:43:26,MALRAUX,-15
2023-11-16T18:43:26,MONGE,19
2023-11-16T18:43:26,SAINTE-ANNE,82
2023-11-16T18:43:26,TIVOLI,65
2023-11-16T18:43:26,TREMOUILLE,72
2023-11-16T19:13:48,CLEMENCEAU,95
2023-11-16T19:13:48,CONDORCET,86
2023-11-16T19:13:48,DARCY,34
2023-11-16T19:13:48,DAUPHINE,100
2023-11-16T19:13:48,GRANGIER,74
2023-11-16T19:13:48,MALRAUX,-16
2023-11-16T19:13:48,MONGE,21
2023-11-16T19:13:48,SAINTE-ANNE,82
2023-11-16T19:13:48,TIVOLI,66
2023-11-16T19:13:48,TREMOUILLE,77
2023-11-16T19:43:27,CLEMENCEAU,95
2023-11-16T19:43:27,CONDORCET,90
2023-11-16T19:43:27,DARCY,34
2023-11-16T19:43:27,DAUPHINE,100
2023-11-16T19:43:27,GRANGIER,78
2023-11-16T19:43:27,MALRAUX,-16
2023-11-16T19:43:27,MONGE,21
2023-11-16T19:43:27,SAINTE-ANNE,85
2023-11-16T19:43:27,TIVOLI,66
2023-11-16T19:43:27,TREMOUILLE,78
2023-11-16T20:16:55,CLEMENCEAU,95
2023-11-16T20:16:55,CONDORCET,91
2023-11-16T20:16:55,DARCY,33
2023-11-16T20:16:55,DAUPHINE,100
2023-11-16T20:16:55,GRANGIER,75
2023-11-16T20:16:55,MALRAUX,-15
2023-11-16T20:16:55,MONGE,21
2023-11-16T20:16:55,SAINTE-ANNE,85
2023-11-16T20:16:55,TIVOLI,69
2023-11-16T20:16:55,TREMOUILLE,79
2023-11-16T20:43:17,CLEMENCEAU,95
2023-11-16T20:43:17,CONDORCET,91
2023-11-16T20:43:17,DARCY,32
2023-11-16T20:43:17,DAUPHINE,100
2023-11-16T20:43:17,GRANGIER,72
2023-11-16T20:43:17,MALRAUX,-16
2023-11-16T20:43:17,MONGE,20
2023-11-16T20:43:17,SAINTE-ANNE,84
2023-11-16T20:43:17,TIVOLI,71
2023-11-16T20:43:17,TREMOUILLE,77
2023-11-16T21:16:03,CLEMENCEAU,71
2023-11-16T21:16:03,CONDORCET,84
2023-11-16T21:16:03,DARCY,28
2023-11-16T21:16:03,DAUPHINE,100
2023-11-16T21:16:03,GRANGIER,66
2023-11-16T21:16:03,MALRAUX,-16
2023-11-16T21:16:03,MONGE,18
2023-11-16T21:16:03,SAINTE-ANNE,82
2023-11-16T21:16:03,TIVOLI,69
2023-11-16T21:16:03,TREMOUILLE,75
2023-11-16T21:43:31,CLEMENCEAU,65
2023-11-16T21:43:31,CONDORCET,79
2023-11-16T21:43:31,DARCY,27
2023-11-16T21:43:31,DAUPHINE,100
2023-11-16T21:43:31,GRANGIER,63
2023-11-16T21:43:31,MALRAUX,-16
2023-11-16T21:43:31,MONGE,16
2023-11-16T21:43:31,SAINTE-ANNE,81
2023-11-16T21:43:31,TIVOLI,68
2023-11-16T21:43:31,TREMOUILLE,74
2023-11-16T22:16:18,CLEMENCEAU,65
2023-11-16T22:16:18,CONDORCET,73
2023-11-16T22:16:18,DARCY,25
2023-11-16T22:16:18,DAUPHINE,100
2023-11-16T22:16:18,GRANGIER,58
2023-11-16T22:16:18,MALRAUX,-16
2023-11-16T22:16:18,MONGE,15
2023-11-16T22:16:18,SAINTE-ANNE,78
2023-11-16T22:16:18,TIVOLI,68
2023-11-16T22:16:18,TREMOUILLE,71
2023-11-16T22:43:28,CLEMENCEAU,65
2023-11-16T22:43:28,CONDORCET,69
2023-11-16T22:43:28,DARCY,25
2023-11-16T22:43:28,DAUPHINE,100
2023-11-16T22:43:28,GRANGIER,57
2023-11-16T22:43:28,MALRAUX,-16
2023-11-16T22:43:28,MONGE,14
2023-11-16T22:43:28,SAINTE-ANNE,78
2023-11-16T22:43:28,TIVOLI,67
2023-11-16T22:43:28,TREMOUILLE,69
2023-11-16T23:16:22,CLEMENCEAU,65
2023-11-16T23:16:22,CONDORCET,66
2023-11-16T23:16:22,DARCY,24
2023-11-16T23:16:22,DAUPHINE,100
2023-11-16T23:16:22,GRANGIER,55
2023-11-16T23:16:22,MALRAUX,-16
2023-11-16T23:16:22,MONGE,14
2023-11-16T23:16:22,SAINTE-ANNE,77
2023-11-16T23:16:22,TIVOLI,67
2023-11-16T23:16:22,TREMOUILLE,68
2023-11-16T23:43:10,CLEMENCEAU,65
2023-11-16T23:43:10,CONDORCET,65
2023-11-16T23:43:10,DARCY,23
2023-11-16T23:43:10,DAUPHINE,100
2023-11-16T23:43:10,GRANGIER,53
2023-11-16T23:43:10,MALRAUX,-16
2023-11-16T23:43:10,MONGE,13
2023-11-16T23:43:10,SAINTE-ANNE,77
2023-11-16T23:43:10,TIVOLI,66
2023-11-16T23:43:10,TREMOUILLE,68
2023-11-17T00:24:38,CLEMENCEAU,65
2023-11-17T00:24:38,CONDORCET,63
2023-11-17T00:24:38,DARCY,23
2023-11-17T00:24:38,DAUPHINE,100
2023-11-17T00:24:38,GRANGIER,53
2023-11-17T00:24:38,MALRAUX,-16
2023-11-17T00:24:38,MONGE,13
2023-11-17T00:24:38,SAINTE-ANNE,77
2023-11-17T00:24:38,TIVOLI,66
2023-11-17T00:24:38,TREMOUILLE,67
2023-11-17T01:02:22,CLEMENCEAU,65
2023-11-17T01:02:22,CONDORCET,63
2023-11-17T01:02:22,DARCY,23
2023-11-17T01:02:22,DAUPHINE,100
2023-11-17T01:02:22,GRANGIER,53
2023-11-17T01:02:22,MALRAUX,-16
2023-11-17T01:02:22,MONGE,13
2023-11-17T01:02:22,SAINTE-ANNE,77
2023-11-17T01:02:22,TIVOLI,66
2023-11-17T01:02:22,TREMOUILLE,67
2023-11-17T01:35:08,CLEMENCEAU,65
2023-11-17T01:35:08,CONDORCET,63
2023-11-17T01:35:08,DARCY,23
2023-11-17T01:35:08,DAUPHINE,100
2023-11-17T01:35:08,GRANGIER,52
2023-11-17T01:35:08,MALRAUX,-16
2023-11-17T01:35:08,MONGE,13
2023-11-17T01:35:08,SAINTE-ANNE,77
2023-11-17T01:35:08,TIVOLI,66
2023-11-17T01:35:08,TREMOUILLE,67
2023-11-17T02:00:02,CLEMENCEAU,65
2023-11-17T02:00:02,CONDORCET,63
2023-11-17T02:00:02,DARCY,23
2023-11-17T02:00:02,DAUPHINE,100
2023-11-17T02:00:02,GRANGIER,52
2023-11-17T02:00:02,MALRAUX,-16
2023-11-17T02:00:02,MONGE,13
2023-11-17T02:00:02,SAINTE-ANNE,77
2023-11-17T02:00:02,TIVOLI,66
2023-11-17T02:00:02,TREMOUILLE,67
2023-11-17T02:19:55,CLEMENCEAU,65
2023-11-17T02:19:55,CONDORCET,63
2023-11-17T02:19:55,DARCY,23
2023-11-17T02:19:55,DAUPHINE,100
2023-11-17T02:19:55,GRANGIER,52
2023-11-17T02:19:55,MALRAUX,-16
2023-11-17T02:19:55,MONGE,13
2023-11-17T02:19:55,SAINTE-ANNE,77
2023-11-17T02:19:55,TIVOLI,66
2023-11-17T02:19:55,TREMOUILLE,67
2023-11-17T02:43:30,CLEMENCEAU,65
2023-11-17T02:43:30,CONDORCET,63
2023-11-17T02:43:30,DARCY,50
2023-11-17T02:43:30,DAUPHINE,100
2023-11-17T02:43:30,GRANGIER,52
2023-11-17T02:43:30,MALRAUX,-16
2023-11-17T02:43:30,MONGE,13
2023-11-17T02:43:30,SAINTE-ANNE,77
2023-11-17T02:43:30,TIVOLI,63
2023-11-17T02:43:30,TREMOUILLE,67
2023-11-17T03:16:38,CLEMENCEAU,65
2023-11-17T03:16:38,CONDORCET,63
2023-11-17T03:16:38,DARCY,50
2023-11-17T03:16:38,DAUPHINE,100
2023-11-17T03:16:38,GRANGIER,52
2023-11-17T03:16:38,MALRAUX,-16
2023-11-17T03:16:38,MONGE,13
2023-11-17T03:16:38,SAINTE-ANNE,77
2023-11-17T03:16:38,TIVOLI,62
2023-11-17T03:16:38,TREMOUILLE,67
2023-11-17T03:43:20,CLEMENCEAU,65
2023-11-17T03:43:20,CONDORCET,63
2023-11-17T03:43:20,DARCY,50
2023-11-17T03:43:20,DAUPHINE,100
2023-11-17T03:43:20,GRANGIER,52
2023-11-17T03:43:20,MALRAUX,-16
2023-11-17T03:43:20,MONGE,13
2023-11-17T03:43:20,SAINTE-ANNE,76
2023-11-17T03:43:20,TIVOLI,62
2023-11-17T03:43:20,TREMOUILLE,67
2023-11-17T04:17:10,CLEMENCEAU,65
2023-11-17T04:17:10,CONDORCET,63
2023-11-17T04:17:10,DARCY,50
2023-11-17T04:17:10,DAUPHINE,100
2023-11-17T04:17:10,GRANGIER,52
2023-11-17T04:17:10,MALRAUX,-14
2023-11-17T04:17:10,MONGE,13
2023-11-17T04:17:10,SAINTE-ANNE,76
2023-11-17T04:17:10,TIVOLI,62
2023-11-17T04:17:10,TREMOUILLE,68
2023-11-17T04:43:15,CLEMENCEAU,65
2023-11-17T04:43:15,CONDORCET,63
2023-11-17T04:43:15,DARCY,50
2023-11-17T04:43:15,DAUPHINE,100
2023-11-17T04:43:15,GRANGIER,51
2023-11-17T04:43:15,MALRAUX,-14
2023-11-17T04:43:15,MONGE,13
2023-11-17T04:43:15,SAINTE-ANNE,76
2023-11-17T04:43:15,TIVOLI,62
2023-11-17T04:43:15,TREMOUILLE,68
2023-11-17T05:16:19,CLEMENCEAU,65
2023-11-17T05:16:19,CONDORCET,63
